sales_date,item_id,item_desc,brand_name,category_name,price,number_of_carton_Sell
2022-10-01,100032,100032,BRAND-NAME-D,CATEGORY-NAME-G," 37,648 ",25
2022-10-01,100038,100038,BRAND-NAME-A,CATEGORY-NAME-L," 24,587 ",15
2022-10-01,100039,100039,BRAND-NAME-B,CATEGORY-NAME-B," 4,833 ",13
2022-10-01,100040,100040,BRAND-NAME-E,CATEGORY-NAME-M," 17,955 ",11
2022-10-01,100040,100040,BRAND-NAME-D,CATEGORY-NAME-G," 18,006 ",16
2022-10-01,100040,100040,BRAND-NAME-B,CATEGORY-NAME-K," 4,967 ",13
2022-10-01,100040,100040,BRAND-NAME-E,CATEGORY-NAME-M," 21,910 ",10
2022-10-01,100044,100044,BRAND-NAME-A,CATEGORY-NAME-F," 27,856 ",10
2022-10-01,100045,100045,BRAND-NAME-C,CATEGORY-NAME-N," 47,374 ",19
2022-10-01,100046,100046,BRAND-NAME-B,CATEGORY-NAME-B," 4,244 ",11
2022-10-01,100047,100047,BRAND-NAME-A,CATEGORY-NAME-E," 8,590 ",10
2022-10-01,100048,100048,BRAND-NAME-B,CATEGORY-NAME-K," 7,490 ",10
2022-10-01,100049,100049,BRAND-NAME-D,CATEGORY-NAME-G," 16,632 ",19
2022-10-01,100050,100050,BRAND-NAME-A,CATEGORY-NAME-E," 6,231 ",18
2022-10-01,100051,100051,BRAND-NAME-B,CATEGORY-NAME-O," 14,315 ",13
2022-10-01,100052,100052,BRAND-NAME-A,CATEGORY-NAME-F," 18,571 ",7
2022-10-01,100052,100052,BRAND-NAME-C,CATEGORY-NAME-P," 57,317 ",6
2022-10-01,100052,100052,BRAND-NAME-C,CATEGORY-NAME-Q," 38,707 ",15
2022-10-01,100052,100052,BRAND-NAME-E,CATEGORY-NAME-M," 16,691 ",11
2022-10-01,100052,100052,BRAND-NAME-A,CATEGORY-NAME-E," 4,590 ",12
2022-10-01,100052,100052,BRAND-NAME-C,CATEGORY-NAME-D," 28,750 ",12
2022-10-01,100052,100052,BRAND-NAME-D,CATEGORY-NAME-G," 15,913 ",16
2022-10-01,100059,100059,BRAND-NAME-C,CATEGORY-NAME-R," 53,479 ",14
2022-10-01,100060,100060,BRAND-NAME-A,CATEGORY-NAME-L," 26,517 ",12
2022-10-01,100061,100061,BRAND-NAME-B,CATEGORY-NAME-K," 8,400 ",11
2022-10-01,100061,100061,BRAND-NAME-A,CATEGORY-NAME-F," 19,050 ",2
2022-10-01,100061,100061,BRAND-NAME-C,CATEGORY-NAME-D," 43,585 ",13
2022-10-01,100061,100061,BRAND-NAME-D,CATEGORY-NAME-S," 8,575 ",12
2022-10-01,100061,100061,BRAND-NAME-D,CATEGORY-NAME-G," 29,673 ",11
2022-10-01,100066,100066,BRAND-NAME-C,CATEGORY-NAME-Q," 30,940 ",5
2022-10-01,100067,100067,BRAND-NAME-A,CATEGORY-NAME-A," 36,736 ",11
2022-10-01,100068,100068,BRAND-NAME-B,CATEGORY-NAME-B," 9,767 ",6
2022-10-01,100069,100069,BRAND-NAME-D,CATEGORY-NAME-G," 23,540 ",10
2022-10-01,100070,100070,BRAND-NAME-B,CATEGORY-NAME-J," 13,567 ",9
2022-10-01,100071,100071,BRAND-NAME-B,CATEGORY-NAME-T," 85,075 ",4
2022-10-01,100072,100072,BRAND-NAME-D,CATEGORY-NAME-G," 44,489 ",9
2022-10-01,100073,100073,BRAND-NAME-C,CATEGORY-NAME-D," 18,825 ",8
2022-10-01,100074,100074,BRAND-NAME-C,CATEGORY-NAME-D," 21,190 ",10
2022-10-01,100075,100075,BRAND-NAME-F,CATEGORY-NAME-U," 59,175 ",4
2022-10-01,100076,100076,BRAND-NAME-C,CATEGORY-NAME-R," 23,400 ",9
2022-10-01,100077,100077,BRAND-NAME-C,CATEGORY-NAME-Q," 39,875 ",8
2022-10-01,100078,100078,BRAND-NAME-C,CATEGORY-NAME-H," 75,371 ",7
2022-10-01,100079,100079,BRAND-NAME-D,CATEGORY-NAME-G," 11,175 ",12
2022-10-01,100080,100080,BRAND-NAME-D,CATEGORY-NAME-V," 17,182 ",11
2022-10-01,100081,100081,BRAND-NAME-C,CATEGORY-NAME-H," 73,880 ",10
2022-10-01,100082,100082,BRAND-NAME-G,CATEGORY-NAME-W," 18,644 ",9
2022-10-01,100083,100083,BRAND-NAME-B,CATEGORY-NAME-K," 5,733 ",6
2022-10-01,100084,100084,BRAND-NAME-A,CATEGORY-NAME-F," 30,917 ",6
2022-10-01,100085,100085,BRAND-NAME-C,CATEGORY-NAME-H," 32,046 ",13
2022-10-01,100086,100086,BRAND-NAME-D,CATEGORY-NAME-G," 42,490 ",10
2022-10-01,100087,100087,BRAND-NAME-A,CATEGORY-NAME-C," 17,233 ",9
2022-10-01,100088,100088,BRAND-NAME-C,CATEGORY-NAME-P," 60,900 ",4
2022-10-01,100089,100089,BRAND-NAME-C,CATEGORY-NAME-H," 37,542 ",12
2022-10-01,100090,100090,BRAND-NAME-D,CATEGORY-NAME-X," 38,373 ",11
2022-10-01,100091,100091,BRAND-NAME-D,CATEGORY-NAME-Y," 31,689 ",9
2022-10-01,100092,100092,BRAND-NAME-D,CATEGORY-NAME-Z," 100,675 ",8
2022-10-01,100093,100093,BRAND-NAME-A,CATEGORY-NAME-E," 9,550 ",6
2022-10-01,100094,100094,BRAND-NAME-B,CATEGORY-NAME-J," 9,740 ",5
2022-10-01,100094,100094,BRAND-NAME-B,CATEGORY-NAME-J," 10,980 ",5
2022-10-01,100094,100094,BRAND-NAME-E,CATEGORY-NAME-ZA," 52,400 ",5
2022-10-01,100094,100094,BRAND-NAME-D,CATEGORY-NAME-Z," 77,617 ",6
2022-10-01,100094,100094,BRAND-NAME-B,CATEGORY-NAME-J," 9,420 ",5
2022-10-01,100094,100094,BRAND-NAME-H,CATEGORY-NAME-ZB," 9,678 ",10
2022-10-01,100094,100094,BRAND-NAME-B,CATEGORY-NAME-I," 13,867 ",9
2022-10-01,100094,100094,BRAND-NAME-A,CATEGORY-NAME-E," 4,333 ",3
2022-10-01,100102,100102,BRAND-NAME-C,CATEGORY-NAME-R," 19,533 ",12
2022-10-01,100103,100103,BRAND-NAME-C,CATEGORY-NAME-ZC," 19,075 ",12
2022-10-01,100104,100104,BRAND-NAME-C,CATEGORY-NAME-D," 7,573 ",11
2022-10-01,100105,100105,BRAND-NAME-I,CATEGORY-NAME-ZD," 15,778 ",9
2022-10-01,100106,100106,BRAND-NAME-C,CATEGORY-NAME-H," 24,422 ",9
2022-10-01,100107,100107,BRAND-NAME-C,CATEGORY-NAME-H," 27,589 ",9
2022-10-01,100108,100108,BRAND-NAME-C,CATEGORY-NAME-Q," 30,075 ",8
2022-10-01,100109,100109,BRAND-NAME-B,CATEGORY-NAME-I," 13,900 ",5
2022-10-01,100110,100110,BRAND-NAME-C,CATEGORY-NAME-H," 108,080 ",5
2022-10-01,100120,100120,BRAND-NAME-D,CATEGORY-NAME-ZE," 24,091 ",11
2022-10-01,100120,100120,BRAND-NAME-B,CATEGORY-NAME-K," 9,900 ",8
2022-10-01,100120,100120,BRAND-NAME-D,CATEGORY-NAME-S," 12,538 ",8
2022-10-01,100120,100120,BRAND-NAME-D,CATEGORY-NAME-Y," 58,300 ",6
2022-10-01,100120,100120,BRAND-NAME-C,CATEGORY-NAME-D," 21,400 ",5
2022-10-01,100120,100120,BRAND-NAME-C,CATEGORY-NAME-H," 20,520 ",5
2022-10-01,100120,100120,BRAND-NAME-A,CATEGORY-NAME-C," 17,500 ",4
2022-10-01,100120,100120,BRAND-NAME-C,CATEGORY-NAME-D," 9,225 ",8
2022-10-01,100120,100120,BRAND-NAME-H,CATEGORY-NAME-ZB," 13,363 ",8
2022-10-01,100120,100120,BRAND-NAME-A,CATEGORY-NAME-C," 22,613 ",8
2022-10-01,100121,100121,BRAND-NAME-D,CATEGORY-NAME-S," 8,517 ",6
2022-10-01,100122,100122,BRAND-NAME-D,CATEGORY-NAME-G," 10,620 ",5
2022-10-01,100123,100123,BRAND-NAME-B,CATEGORY-NAME-J," 20,520 ",5
2022-10-01,100123,100123,BRAND-NAME-D,CATEGORY-NAME-Y," 27,950 ",4
2022-10-01,100123,100123,BRAND-NAME-D,CATEGORY-NAME-Y," 70,600 ",12
2022-10-01,100123,100123,BRAND-NAME-D,CATEGORY-NAME-Y," 21,890 ",10
2022-10-01,100123,100123,BRAND-NAME-B,CATEGORY-NAME-K," 8,767 ",6
2022-10-01,100123,100123,BRAND-NAME-J,CATEGORY-NAME-ZF," 13,717 ",6
2022-10-01,100123,100123,BRAND-NAME-B,CATEGORY-NAME-ZG," 5,140 ",5
2022-10-01,100123,100123,BRAND-NAME-C,CATEGORY-NAME-D," 54,525 ",4
2022-10-01,100123,100123,BRAND-NAME-D,CATEGORY-NAME-ZH," 55,250 ",4
2022-10-01,100123,100123,BRAND-NAME-D,CATEGORY-NAME-Y," 6,309 ",11
2022-10-01,100123,100123,BRAND-NAME-B,CATEGORY-NAME-ZG," 4,122 ",10
2022-10-01,100123,100123,BRAND-NAME-E,CATEGORY-NAME-ZI," 23,310 ",10
2022-10-01,100123,100123,BRAND-NAME-D,CATEGORY-NAME-S," 28,257 ",7
2022-10-01,100123,100123,BRAND-NAME-B,CATEGORY-NAME-B," 15,600 ",6
2022-10-01,100123,100123,BRAND-NAME-B,CATEGORY-NAME-ZJ," 21,440 ",5
2022-10-01,100123,100123,BRAND-NAME-C,CATEGORY-NAME-Q," 46,520 ",5
2022-10-01,100139,100139,BRAND-NAME-D,CATEGORY-NAME-ZH," 67,280 ",5
2022-10-01,100140,100140,BRAND-NAME-B,CATEGORY-NAME-O," 14,500 ",4
2022-10-01,100141,100141,BRAND-NAME-B,CATEGORY-NAME-J," 20,000 ",3
2022-10-01,100142,100142,BRAND-NAME-C,CATEGORY-NAME-R," 29,244 ",9
2022-10-01,100143,100143,BRAND-NAME-D,CATEGORY-NAME-Y," 22,329 ",8
2022-10-01,100144,100144,BRAND-NAME-D,CATEGORY-NAME-Y," 50,271 ",7
2022-10-01,100144,100144,BRAND-NAME-K,CATEGORY-NAME-ZL," 52,186 ",7
2022-10-01,100144,100144,BRAND-NAME-A,CATEGORY-NAME-PQ," 56,933 ",6
2022-10-01,100144,100144,BRAND-NAME-D,CATEGORY-NAME-ZH," 51,833 ",6
2022-10-01,100144,100144,BRAND-NAME-D,CATEGORY-NAME-Z," 58,040 ",5
2022-10-01,100153,100153,BRAND-NAME-H,CATEGORY-NAME-ZB," 9,750 ",2
2022-10-01,100153,100153,BRAND-NAME-H,CATEGORY-NAME-ZM," 40,910 ",10
2022-10-01,100153,100153,BRAND-NAME-E,CATEGORY-NAME-ZA," 57,975 ",8
2022-10-01,100153,100153,BRAND-NAME-B,CATEGORY-NAME-ZN," 3,333 ",6
2022-10-01,100153,100153,BRAND-NAME-B,CATEGORY-NAME-K," 23,133 ",6
2022-10-01,100154,100154,BRAND-NAME-C,CATEGORY-NAME-R," 59,333 ",6
2022-10-01,100155,100155,BRAND-NAME-D,CATEGORY-NAME-Y," 38,400 ",5
2022-10-01,100156,100156,BRAND-NAME-D,CATEGORY-NAME-V," 18,225 ",4
2022-10-01,100157,100157,BRAND-NAME-C,CATEGORY-NAME-H," 35,950 ",4
2022-10-01,100158,100158,BRAND-NAME-C,CATEGORY-NAME-ZO," 11,933 ",3
2022-10-01,100159,100159,BRAND-NAME-G,CATEGORY-NAME-ZP," 22,333 ",3
2022-10-01,100160,100160,BRAND-NAME-C,CATEGORY-NAME-D," 27,167 ",3
2022-10-01,100161,100161,BRAND-NAME-A,CATEGORY-NAME-A," 7,367 ",7
2022-10-01,100161,100161,BRAND-NAME-C,CATEGORY-NAME-ZC," 46,671 ",7
2022-10-01,100161,100161,BRAND-NAME-C,CATEGORY-NAME-ZC," 98,800 ",5
2022-10-01,100161,100161,BRAND-NAME-C,CATEGORY-NAME-ZC," 95,500 ",5
2022-10-01,100161,100161,BRAND-NAME-J,CATEGORY-NAME-ZF," 11,750 ",4
2022-10-01,100161,100161,BRAND-NAME-D,CATEGORY-NAME-Y," 67,000 ",4
2022-10-01,100161,100161,BRAND-NAME-L,CATEGORY-NAME-ZQ," 90,000 ",1
2022-10-01,100161,100161,BRAND-NAME-E,CATEGORY-NAME-M," 23,317 ",6
2022-10-01,100161,100161,BRAND-NAME-A,CATEGORY-NAME-ZR," 5,780 ",5
2022-10-01,100170,100170,BRAND-NAME-B,CATEGORY-NAME-PW," 9,180 ",5
2022-10-01,100171,100171,BRAND-NAME-G,CATEGORY-NAME-W," 15,400 ",5
2022-10-01,100172,100172,BRAND-NAME-K,CATEGORY-NAME-ZT," 63,140 ",5
2022-10-01,100173,100173,BRAND-NAME-B,CATEGORY-NAME-ZU," 3,000 ",4
2022-10-01,100174,100174,BRAND-NAME-C,CATEGORY-NAME-D," 10,025 ",4
2022-10-01,100175,100175,BRAND-NAME-C,CATEGORY-NAME-P," 52,500 ",4
2022-10-01,100176,100176,BRAND-NAME-D,CATEGORY-NAME-Z," 58,167 ",3
2022-10-01,100177,100177,BRAND-NAME-B,CATEGORY-NAME-ZG," 3,800 ",1
2022-10-01,100178,100178,BRAND-NAME-A,CATEGORY-NAME-ZV," 4,383 ",6
2022-10-01,100179,100179,BRAND-NAME-B,CATEGORY-NAME-ZJ," 22,467 ",6
2022-10-01,100180,100180,BRAND-NAME-B,CATEGORY-NAME-K," 3,500 ",5
2022-10-01,100181,100181,BRAND-NAME-D,CATEGORY-NAME-S," 10,500 ",5
2022-10-01,100182,100182,BRAND-NAME-C,CATEGORY-NAME-R," 22,250 ",4
2022-10-01,100183,100183,BRAND-NAME-A,CATEGORY-NAME-A," 39,433 ",3
2022-10-01,100184,100184,BRAND-NAME-B,CATEGORY-NAME-ZG," 5,000 ",2
2022-10-01,100185,100185,BRAND-NAME-C,CATEGORY-NAME-ZW," 35,550 ",2
2022-10-01,100186,100186,BRAND-NAME-G,CATEGORY-NAME-ZX," 26,444 ",9
2022-10-01,100187,100187,BRAND-NAME-C,CATEGORY-NAME-ZC," 29,050 ",8
2022-10-01,100188,100188,BRAND-NAME-B,CATEGORY-NAME-B," 15,000 ",7
2022-10-01,100189,100189,BRAND-NAME-D,CATEGORY-NAME-ZY," 46,633 ",6
2022-10-01,100190,100190,BRAND-NAME-M,CATEGORY-NAME-ZZ," 19,100 ",5
2022-10-01,100194,100194,BRAND-NAME-K,CATEGORY-NAME-ZL," 67,560 ",5
2022-10-01,100194,100194,BRAND-NAME-A,CATEGORY-NAME-ZR," 6,025 ",4
2022-10-01,100194,100194,BRAND-NAME-D,CATEGORY-NAME-G," 11,775 ",4
2022-10-01,100194,100194,BRAND-NAME-G,CATEGORY-NAME-W," 18,725 ",4
2022-10-01,100195,100195,BRAND-NAME-D,CATEGORY-NAME-ZE," 24,875 ",4
2022-10-01,100196,100196,BRAND-NAME-N,CATEGORY-NAME-YA," 30,725 ",4
2022-10-01,100197,100197,BRAND-NAME-D,CATEGORY-NAME-X," 40,925 ",4
2022-10-01,100198,100198,BRAND-NAME-A,CATEGORY-NAME-ZR," 3,667 ",3
2022-10-01,100199,100199,BRAND-NAME-D,CATEGORY-NAME-ZE," 12,800 ",3
2022-10-01,100199,100199,BRAND-NAME-O,CATEGORY-NAME-YB," 47,200 ",2
2022-10-01,100199,100199,BRAND-NAME-C,CATEGORY-NAME-H," 49,350 ",2
2022-10-01,100199,100199,BRAND-NAME-G,CATEGORY-NAME-ZP," 19,000 ",1
2022-10-01,100199,100199,BRAND-NAME-A,CATEGORY-NAME-ZV," 4,850 ",10
2022-10-01,100199,100199,BRAND-NAME-D,CATEGORY-NAME-ZE," 16,833 ",6
2022-10-01,100199,100199,BRAND-NAME-D,CATEGORY-NAME-ZH," 35,700 ",6
2022-10-01,100199,100199,BRAND-NAME-D,CATEGORY-NAME-ZH," 45,350 ",6
2022-10-01,100199,100199,BRAND-NAME-J,CATEGORY-NAME-ZF," 10,520 ",5
2022-10-01,100199,100199,BRAND-NAME-D,CATEGORY-NAME-YC," 35,020 ",5
2022-10-01,100199,100199,BRAND-NAME-F,CATEGORY-NAME-YD," 38,820 ",5
2022-10-01,100199,100199,BRAND-NAME-F,CATEGORY-NAME-U," 49,000 ",4
2022-10-01,100211,100211,BRAND-NAME-L,CATEGORY-NAME-ZQ," 58,000 ",4
2022-10-01,100212,100212,BRAND-NAME-D,CATEGORY-NAME-YE," 3,000 ",3
2022-10-01,100213,100213,BRAND-NAME-I,CATEGORY-NAME-ZD," 12,567 ",3
2022-10-01,100214,100214,BRAND-NAME-C,CATEGORY-NAME-ZC," 61,667 ",3
2022-10-01,100214,100214,BRAND-NAME-L,CATEGORY-NAME-ZQ," 64,400 ",3
2022-10-01,100214,100214,BRAND-NAME-L,CATEGORY-NAME-YF," 54,000 ",3
2022-10-01,100214,100214,BRAND-NAME-G,CATEGORY-NAME-W," 14,700 ",2
2022-10-01,100214,100214,BRAND-NAME-A,CATEGORY-NAME-F," 33,500 ",2
2022-10-01,100214,100214,BRAND-NAME-K,CATEGORY-NAME-ZL," 46,800 ",1
2022-10-01,100214,100214,BRAND-NAME-D,CATEGORY-NAME-YG," 25,020 ",7
2022-10-01,100214,100214,BRAND-NAME-D,CATEGORY-NAME-PE," 24,550 ",6
2022-10-01,100214,100214,BRAND-NAME-B,CATEGORY-NAME-PW," 6,740 ",5
2022-10-01,100214,100214,BRAND-NAME-D,CATEGORY-NAME-S," 14,820 ",5
2022-10-01,100224,100224,BRAND-NAME-D,CATEGORY-NAME-PE," 48,380 ",5
2022-10-01,100225,100225,BRAND-NAME-E,CATEGORY-NAME-M," 18,250 ",4
2022-10-01,100226,100226,BRAND-NAME-P,CATEGORY-NAME-YI," 22,075 ",4
2022-10-01,100227,100227,BRAND-NAME-D,CATEGORY-NAME-ZY," 19,500 ",4
2022-10-01,100228,100228,BRAND-NAME-D,CATEGORY-NAME-ZH," 40,725 ",4
2022-10-01,100229,100229,BRAND-NAME-D,CATEGORY-NAME-ZE," 13,167 ",3
2022-10-01,100230,100230,BRAND-NAME-I,CATEGORY-NAME-ZD," 14,267 ",3
2022-10-01,100231,100231,BRAND-NAME-D,CATEGORY-NAME-ZY," 18,667 ",3
2022-10-01,100232,100232,BRAND-NAME-C,CATEGORY-NAME-H," 19,033 ",3
2022-10-01,100233,100233,BRAND-NAME-G,CATEGORY-NAME-ZP," 26,000 ",3
2022-10-01,100234,100234,BRAND-NAME-D,CATEGORY-NAME-YJ," 27,633 ",3
2022-10-01,100235,100235,BRAND-NAME-D,CATEGORY-NAME-PE," 37,000 ",3
2022-10-01,100236,100236,BRAND-NAME-C,CATEGORY-NAME-ZC," 51,500 ",3
2022-10-01,100237,100237,BRAND-NAME-Q,CATEGORY-NAME-YK," 114,400 ",3
2022-10-01,100238,100238,BRAND-NAME-D,CATEGORY-NAME-Z," 153,933 ",3
2022-10-01,100245,100245,BRAND-NAME-D,CATEGORY-NAME-Y," 18,750 ",2
2022-10-01,100245,100245,BRAND-NAME-F,CATEGORY-NAME-U," 22,500 ",2
2022-10-01,100245,100245,BRAND-NAME-G,CATEGORY-NAME-ZX," 21,200 ",2
2022-10-01,100245,100245,BRAND-NAME-D,CATEGORY-NAME-X," 55,600 ",1
2022-10-01,100245,100245,BRAND-NAME-H,CATEGORY-NAME-ZM," 34,756 ",9
2022-10-01,100245,100245,BRAND-NAME-J,CATEGORY-NAME-YL," 4,660 ",6
2022-10-01,100245,100245,BRAND-NAME-C,CATEGORY-NAME-ZO," 15,717 ",6
2022-10-01,100246,100246,BRAND-NAME-A,CATEGORY-NAME-ZV," 4,540 ",5
2022-10-01,100247,100247,BRAND-NAME-E,CATEGORY-NAME-YM," 11,480 ",5
2022-10-01,100248,100248,BRAND-NAME-D,CATEGORY-NAME-YC," 30,600 ",5
2022-10-01,100249,100249,BRAND-NAME-P,CATEGORY-NAME-YI," 24,320 ",5
2022-10-01,100249,100249,BRAND-NAME-C,CATEGORY-NAME-R," 48,800 ",5
2022-10-01,100249,100249,BRAND-NAME-H,CATEGORY-NAME-ZM," 57,300 ",5
2022-10-01,100249,100249,BRAND-NAME-B,CATEGORY-NAME-ZU," 3,200 ",4
2022-10-01,100249,100249,BRAND-NAME-A,CATEGORY-NAME-ZR," 3,900 ",4
2022-10-01,100249,100249,BRAND-NAME-D,CATEGORY-NAME-YE," 5,867 ",4
2022-10-01,100255,100255,BRAND-NAME-D,CATEGORY-NAME-YE," 9,125 ",4
2022-10-01,100256,100256,BRAND-NAME-R,CATEGORY-NAME-YN," 4,000 ",3
2022-10-01,100257,100257,BRAND-NAME-R,CATEGORY-NAME-YO," 8,633 ",3
2022-10-01,100258,100258,BRAND-NAME-D,CATEGORY-NAME-G," 8,000 ",3
2022-10-01,100259,100259,BRAND-NAME-D,CATEGORY-NAME-S," 13,167 ",3
2022-10-01,100260,100260,BRAND-NAME-B,CATEGORY-NAME-K," 22,233 ",3
2022-10-01,100261,100261,BRAND-NAME-C,CATEGORY-NAME-ZW," 38,267 ",3
2022-10-01,100262,100262,BRAND-NAME-G,CATEGORY-NAME-ZX," 76,000 ",3
2022-10-01,100263,100263,BRAND-NAME-R,CATEGORY-NAME-YN," 3,000 ",2
2022-10-01,100264,100264,BRAND-NAME-D,CATEGORY-NAME-G," 8,000 ",2
2022-10-01,100265,100265,BRAND-NAME-E,CATEGORY-NAME-M," 26,550 ",2
2022-10-01,100266,100266,BRAND-NAME-S,CATEGORY-NAME-YP," 32,750 ",2
2022-10-01,100267,100267,BRAND-NAME-D,CATEGORY-NAME-YC," 40,500 ",2
2022-10-01,100268,100268,BRAND-NAME-C,CATEGORY-NAME-N," 57,550 ",2
2022-10-01,100269,100269,BRAND-NAME-K,CATEGORY-NAME-ZL," 60,800 ",1
2022-10-01,100270,100270,BRAND-NAME-E,CATEGORY-NAME-ZA," 6,286 ",8
2022-10-01,100271,100271,BRAND-NAME-R,CATEGORY-NAME-YQ," 16,967 ",6
2022-10-01,100272,100272,BRAND-NAME-B,CATEGORY-NAME-ZN," 2,800 ",5
2022-10-01,100273,100273,BRAND-NAME-H,CATEGORY-NAME-YR," 18,860 ",5
2022-10-01,100274,100274,BRAND-NAME-D,CATEGORY-NAME-YS," 22,620 ",5
2022-10-01,100275,100275,BRAND-NAME-E,CATEGORY-NAME-ZI," 23,160 ",5
2022-10-01,100276,100276,BRAND-NAME-E,CATEGORY-NAME-YM," 29,220 ",5
2022-10-01,100277,100277,BRAND-NAME-D,CATEGORY-NAME-ZE," 64,340 ",5
2022-10-01,100278,100278,BRAND-NAME-M,CATEGORY-NAME-YT," 3,000 ",4
2022-10-01,100279,100279,BRAND-NAME-A,CATEGORY-NAME-ZR," 4,567 ",4
2022-10-01,100280,100280,BRAND-NAME-E,CATEGORY-NAME-YU," 6,625 ",4
2022-10-01,100281,100281,BRAND-NAME-D,CATEGORY-NAME-YE," 4,200 ",4
2022-10-01,100282,100282,BRAND-NAME-D,CATEGORY-NAME-YV," 15,475 ",4
2022-10-01,100283,100283,BRAND-NAME-D,CATEGORY-NAME-X," 52,500 ",4
2022-10-01,100284,100284,BRAND-NAME-J,CATEGORY-NAME-ZF," 18,000 ",3
2022-10-01,100285,100285,BRAND-NAME-D,CATEGORY-NAME-PE," 20,000 ",3
2022-10-01,100286,100286,BRAND-NAME-E,CATEGORY-NAME-ZI," 45,267 ",3
2022-10-01,100287,100287,BRAND-NAME-D,CATEGORY-NAME-X," 73,133 ",3
2022-10-01,100288,100288,BRAND-NAME-D,CATEGORY-NAME-Z," 116,133 ",3
2022-10-01,100289,100289,BRAND-NAME-B,CATEGORY-NAME-ZG," 3,000 ",2
2022-10-01,100290,100290,BRAND-NAME-C,CATEGORY-NAME-R," 13,650 ",2
2022-10-01,100291,100291,BRAND-NAME-B,CATEGORY-NAME-PW," 9,550 ",2
2022-10-01,100292,100292,BRAND-NAME-D,CATEGORY-NAME-S," 23,000 ",2
2022-10-01,100293,100293,BRAND-NAME-A,CATEGORY-NAME-F," 35,100 ",2
2022-10-01,100294,100294,BRAND-NAME-N,CATEGORY-NAME-YA," 33,000 ",2
2022-10-01,100295,100295,BRAND-NAME-C,CATEGORY-NAME-H," 48,500 ",2
2022-10-01,100296,100296,BRAND-NAME-D,CATEGORY-NAME-G," 50,500 ",2
2022-10-01,100297,100297,BRAND-NAME-D,CATEGORY-NAME-Y," 46,750 ",2
